species,common_name,kingdom,phylum,class,order,family,genus,is_seed,candidate_source,candidate_confidence_score,inherited_from_rank,inherited_from_taxon,risk_preference,temporal_discount_rate,effort_price_elasticity,cooperation_propensity,inequity_sensitivity,punishment_propensity,tokenization_capacity,risk_preference_lower,temporal_discount_rate_lower,effort_price_elasticity_lower,cooperation_propensity_lower,inequity_sensitivity_lower,punishment_propensity_lower,tokenization_capacity_lower,risk_preference_upper,temporal_discount_rate_upper,effort_price_elasticity_upper,cooperation_propensity_upper,inequity_sensitivity_upper,punishment_propensity_upper,tokenization_capacity_upper,uncertainty_sd,provenance_type,source_model,calibration_applied,calibration_refs
Lepomis macrochirus,Bluegill,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Centrarchidae,0.982548,0.593918,-1.137882,0.558078,0.598703,0.488078,0.459828,0.76166,0.37303,-1.35877,0.33719,0.377815,0.26719,0.23894,1.203436,0.814806,-0.916994,0.778966,0.819591,0.708966,0.680716,0.112698,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Leptinotarsa decemlineata,Colorado potato beetle,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Leptinotarsa,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Chrysomelidae,1.084342,0.765772,-0.928208,0.520513,0.550618,0.46423,0.439954,0.849757,0.531187,-1.162793,0.285928,0.316033,0.229645,0.205369,1.318927,1.000357,-0.693623,0.755098,0.785203,0.698815,0.674539,0.119686,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Leptonychotes weddellii,Weddell seal,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Leptonychotes,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Phocidae,0.907932,0.315832,-1.146433,0.697704,0.679641,0.562501,0.770647,0.67294,0.08084,-1.381425,0.462712,0.444649,0.327509,0.535655,1.142924,0.550824,-0.911441,0.932696,0.914633,0.797493,1.0,0.119894,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Lepus europaeus,European hare,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Leporidae,1.003611,0.52931,-1.12978,0.527365,0.555426,0.435586,0.606171,0.750789,0.276488,-1.382602,0.274543,0.302604,0.182764,0.353349,1.256433,0.782132,-0.876958,0.780187,0.808248,0.688408,0.858993,0.128991,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Leuciscus idus,Ide,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Leuciscus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Leuciscidae,0.879086,0.587193,-0.909035,0.715228,0.669199,0.572998,0.551526,0.622361,0.330468,-1.16576,0.458503,0.412474,0.316273,0.294801,1.135811,0.843918,-0.65231,0.971953,0.925924,0.829723,0.808251,0.130982,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Linepithema humile,Argentine ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Formicidae,0.863987,0.850214,-0.362514,0.882166,0.750067,0.639214,0.65947,0.667742,0.653969,-0.558759,0.685921,0.553822,0.442969,0.463225,1.060232,1.046459,-0.166269,1.0,0.946312,0.835459,0.855715,0.100125,inherited_taxonomy,taxon_aggregate_v1,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
Locusta migratoria,Migratory locust,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Locusta,false,curated_candidate_bank_v1,0.879,family,Acrididae,0.930071,0.666111,-0.616559,0.794833,0.718472,0.644736,0.606949,0.687595,0.423635,-0.859035,0.552357,0.475996,0.40226,0.364473,1.172547,0.908587,-0.374083,1.0,0.960948,0.887212,0.849425,0.123712,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Lonchura punctulata,Scaly-breasted munia,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Lonchura,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Estrildidae,0.930612,0.596384,-0.743126,0.702477,0.698437,0.562616,0.760518,0.705937,0.371709,-0.967801,0.477802,0.473762,0.337941,0.535843,1.155287,0.821059,-0.518451,0.927152,0.923112,0.787291,0.985193,0.11463,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Lontra canadensis,North American river otter,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lontra,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Mustelidae,1.060235,0.517759,-1.231362,0.482799,0.582282,0.438812,0.627816,0.841528,0.299052,-1.450069,0.264092,0.363575,0.220105,0.409109,1.278942,0.736466,-1.012655,0.701506,0.800989,0.657519,0.846523,0.111585,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Lophura nycthemera,Silver pheasant,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lophura,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Phasianidae,1.002027,0.464029,-0.985086,0.602361,0.643712,0.519922,0.720452,0.794404,0.256406,-1.192709,0.394738,0.436089,0.312299,0.512829,1.20965,0.671652,-0.777463,0.809984,0.851335,0.727545,0.928075,0.10593,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Loxia curvirostra,Red crossbill,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Fringillidae,1.007222,0.577115,-0.929129,0.530509,0.515503,0.444887,0.621455,0.793125,0.363018,-1.143226,0.316412,0.301406,0.23079,0.407358,1.221319,0.791212,-0.715032,0.744606,0.7296,0.658984,0.835552,0.109233,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Loxodonta africana,African bush elephant,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,false,assistant_curated_candidate_bank_v2,0.956,family,Elephantidae,0.79689,0.306465,-0.724556,0.896402,0.833903,0.689004,0.874876,0.572597,0.082172,-0.948849,0.672109,0.60961,0.464711,0.650583,1.021183,0.530758,-0.500263,1.0,1.0,0.913297,1.0,0.114435,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Loxodonta cyclotis,African forest elephant,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Elephantidae,0.79689,0.306465,-0.724556,0.896402,0.833903,0.689004,0.874876,0.572597,0.082172,-0.948849,0.672109,0.60961,0.464711,0.650583,1.021183,0.530758,-0.500263,1.0,1.0,0.913297,1.0,0.114435,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Lucanus cervus,Stag beetle,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Lucanus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Lucanidae,1.072542,0.812252,-0.929004,0.473181,0.541412,0.454648,0.426245,0.614186,0.353896,-1.38736,0.014825,0.083056,0.0,0.0,1.530898,1.270608,-0.470648,0.931537,0.999768,0.913004,0.884601,0.233855,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Lucilia sericata,Common green bottle fly,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Lucilia,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Calliphoridae,1.276177,0.777451,-1.295099,0.371162,0.417509,0.374667,0.378402,1.03661,0.537884,-1.534666,0.131595,0.177942,0.1351,0.138835,1.515744,1.017018,-1.055532,0.610729,0.657076,0.614234,0.617969,0.122228,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Lutra lutra,Eurasian otter,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Mustelidae,1.060235,0.517759,-1.231362,0.482799,0.582282,0.438812,0.627816,0.841528,0.299052,-1.450069,0.264092,0.363575,0.220105,0.409109,1.278942,0.736466,-1.012655,0.701506,0.800989,0.657519,0.846523,0.111585,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Lycaon pictus,African wild dog,Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycaon,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Canidae,0.98014,0.468651,-0.996704,0.66225,0.673473,0.534671,0.720341,0.783325,0.271836,-1.193519,0.465435,0.476658,0.337856,0.523526,1.176955,0.665466,-0.799889,0.859065,0.870288,0.731486,0.917156,0.100416,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Lynx lynx,Eurasian lynx,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Felidae,1.12,0.469846,-1.307018,0.451933,0.586986,0.41476,0.601553,0.921797,0.271643,-1.505221,0.25373,0.388783,0.216557,0.40335,1.318203,0.668049,-1.108815,0.650136,0.785189,0.612963,0.799756,0.101124,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Lynx rufus,Bobcat,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Felidae,1.12,0.469846,-1.307018,0.451933,0.586986,0.41476,0.601553,0.921797,0.271643,-1.505221,0.25373,0.388783,0.216557,0.40335,1.318203,0.668049,-1.108815,0.650136,0.785189,0.612963,0.799756,0.101124,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Macaca mulatta,Rhesus macaque,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,true,seed_species,0.956,family,Cercopithecidae,0.852434,0.365545,-0.747007,0.825576,0.774231,0.636886,0.82309,0.641295,0.154406,-0.958146,0.614437,0.563092,0.425747,0.611951,1.063573,0.576684,-0.535868,1.0,0.98537,0.848025,1.0,0.107724,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
Macropus giganteus,Eastern gray kangaroo,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Macropodidae,0.819924,0.443599,-0.8772,0.817445,0.759048,0.629143,0.826318,0.558482,0.182157,-1.138642,0.556003,0.497606,0.367701,0.564876,1.081366,0.705041,-0.615758,1.0,1.0,0.890585,1.0,0.133389,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Macropus rufus,Red kangaroo,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Macropodidae,0.819924,0.443599,-0.8772,0.817445,0.759048,0.629143,0.826318,0.558482,0.182157,-1.138642,0.556003,0.497606,0.367701,0.564876,1.081366,0.705041,-0.615758,1.0,1.0,0.890585,1.0,0.133389,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Magicicada septendecim,Periodical cicada,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Magicicada,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cicadidae,0.848734,0.676743,-0.475514,0.823121,0.757728,0.656877,0.612284,0.576604,0.404613,-0.747644,0.550991,0.485598,0.384747,0.340154,1.120864,0.948873,-0.203384,1.0,1.0,0.929007,0.884414,0.138842,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Makaira nigricans,Atlantic blue marlin,Animalia,Chordata,Actinopterygii,Perciformes,Istiophoridae,Makaira,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Istiophoridae,1.051104,0.405352,-1.527731,0.380218,0.511096,0.383144,0.352123,0.812737,0.166985,-1.766098,0.141851,0.272729,0.144777,0.113756,1.289471,0.643719,-1.289364,0.618585,0.749463,0.621511,0.59049,0.121616,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Mandrillus sphinx,Mandrill,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cercopithecidae,0.852434,0.365545,-0.747007,0.825576,0.774231,0.636886,0.82309,0.641295,0.154406,-0.958146,0.614437,0.563092,0.425747,0.611951,1.063573,0.576684,-0.535868,1.0,0.98537,0.848025,1.0,0.107724,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
Manduca sexta,Tobacco hornworm moth,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca,false,curated_candidate_bank_v1,0.879,family,Sphingidae,1.237448,0.903859,-1.231378,0.316682,0.464252,0.345732,0.313728,1.007573,0.673984,-1.461253,0.086807,0.234377,0.115857,0.083853,1.467323,1.133734,-1.001503,0.546557,0.694127,0.575607,0.543603,0.117283,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Manis javanica,Sunda pangolin,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Manidae,0.936342,0.445488,-1.069003,0.573767,0.642664,0.505187,0.686939,0.48467,0.0,-1.520675,0.122095,0.190992,0.053515,0.235267,1.388014,0.89716,-0.617331,1.0,1.0,0.956859,1.0,0.230445,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Marmota monax,Groundhog,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Sciuridae,1.062686,0.454809,-1.170475,0.461026,0.48202,0.378979,0.537072,0.84462,0.236743,-1.388541,0.24296,0.263954,0.160913,0.319006,1.280752,0.672875,-0.952409,0.679092,0.700086,0.597045,0.755138,0.111258,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Martes martes,European pine marten,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Mustelidae,1.060235,0.517759,-1.231362,0.482799,0.582282,0.438812,0.627816,0.841528,0.299052,-1.450069,0.264092,0.363575,0.220105,0.409109,1.278942,0.736466,-1.012655,0.701506,0.800989,0.657519,0.846523,0.111585,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Megaptera novaeangliae,Humpback whale,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Balaenopteridae,0.948385,0.310162,-1.339474,0.564581,0.605493,0.478868,0.687195,0.702987,0.064764,-1.584872,0.319183,0.360095,0.23347,0.441797,1.193783,0.55556,-1.094076,0.809979,0.850891,0.724266,0.932593,0.125203,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Melanerpes carolinus,Red-bellied woodpecker,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Picidae,0.950575,0.469076,-0.941821,0.541172,0.607255,0.499266,0.689216,0.633178,0.151679,-1.259218,0.223775,0.289858,0.181869,0.371819,1.267972,0.786473,-0.624424,0.858569,0.924652,0.816663,1.0,0.161937,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Meleagris gallopavo,Wild turkey,Animalia,Chordata,Aves,Galliformes,Phasianidae,Meleagris,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Phasianidae,1.002027,0.464029,-0.985086,0.602361,0.643712,0.519922,0.720452,0.794404,0.256406,-1.192709,0.394738,0.436089,0.312299,0.512829,1.20965,0.671652,-0.777463,0.809984,0.851335,0.727545,0.928075,0.10593,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Meles meles,European badger,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Meles,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Mustelidae,1.060235,0.517759,-1.231362,0.482799,0.582282,0.438812,0.627816,0.841528,0.299052,-1.450069,0.264092,0.363575,0.220105,0.409109,1.278942,0.736466,-1.012655,0.701506,0.800989,0.657519,0.846523,0.111585,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Mellivora capensis,Honey badger,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mellivora,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Mustelidae,1.060235,0.517759,-1.231362,0.482799,0.582282,0.438812,0.627816,0.841528,0.299052,-1.450069,0.264092,0.363575,0.220105,0.409109,1.278942,0.736466,-1.012655,0.701506,0.800989,0.657519,0.846523,0.111585,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Melopsittacus undulatus,Budgerigar,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Melopsittacus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Psittaculidae,0.931141,0.52756,-0.744909,0.747892,0.722899,0.608527,0.811097,0.710216,0.306635,-0.965834,0.526967,0.501974,0.387602,0.590172,1.152066,0.748485,-0.523984,0.968817,0.943824,0.829452,1.0,0.112717,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Menura novaehollandiae,Superb lyrebird,Animalia,Chordata,Aves,Passeriformes,Menuridae,Menura,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Menuridae,0.788418,0.301947,-0.822404,0.270119,0.352415,0.253376,0.381342,0.535937,0.049466,-1.074885,0.017638,0.099934,0.000895,0.128861,1.040899,0.554428,-0.569923,0.5226,0.604896,0.505857,0.633823,0.128817,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Mergus merganser,Common merganser,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Anatidae,0.923188,0.425317,-0.996898,0.686857,0.675906,0.575762,0.788031,0.725252,0.227381,-1.194834,0.488921,0.47797,0.377826,0.590095,1.121124,0.623253,-0.798962,0.884793,0.873842,0.773698,0.985967,0.100988,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Micropterus salmoides,Largemouth bass,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Centrarchidae,0.982548,0.593918,-1.137882,0.558078,0.598703,0.488078,0.459828,0.76166,0.37303,-1.35877,0.33719,0.377815,0.26719,0.23894,1.203436,0.814806,-0.916994,0.778966,0.819591,0.708966,0.680716,0.112698,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Microtus ochrogaster,Prairie vole,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cricetidae,0.957991,0.587257,-1.022479,0.656581,0.647509,0.528703,0.737519,0.698222,0.327488,-1.282248,0.396812,0.38774,0.268934,0.47775,1.21776,0.847026,-0.76271,0.91635,0.907278,0.788472,0.997288,0.132535,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Milvus milvus,Red kite,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Accipitridae,1.089004,0.433524,-1.278037,0.388976,0.533119,0.38701,0.586802,0.88174,0.22626,-1.485301,0.181712,0.325855,0.179746,0.379538,1.296268,0.640788,-1.070773,0.59624,0.740383,0.594274,0.794066,0.105747,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Mimus polyglottos,Northern mockingbird,Animalia,Chordata,Aves,Passeriformes,Mimidae,Mimus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Mimidae,1.123313,0.541902,-1.195246,0.525056,0.551824,0.464589,0.688701,0.873146,0.291735,-1.445413,0.274889,0.301657,0.214422,0.438534,1.37348,0.792069,-0.945079,0.775223,0.801991,0.714756,0.938868,0.127636,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Miniopterus schreibersii,Common bent-wing bat,Animalia,Chordata,Mammalia,Chiroptera,Miniopteridae,Miniopterus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Miniopteridae,0.887177,0.748626,-0.672134,0.817597,0.732832,0.617449,0.822759,0.575582,0.437031,-0.983729,0.506002,0.421237,0.305854,0.511164,1.198772,1.060221,-0.360539,1.0,1.0,0.929044,1.0,0.158977,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Mirounga angustirostris,Northern elephant seal,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Phocidae,0.907932,0.315832,-1.146433,0.697704,0.679641,0.562501,0.770647,0.67294,0.08084,-1.381425,0.462712,0.444649,0.327509,0.535655,1.142924,0.550824,-0.911441,0.932696,0.914633,0.797493,1.0,0.119894,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Misgurnus anguillicaudatus,Dojo loach,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Misgurnus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cobitidae,1.065117,0.838595,-1.187284,0.475529,0.546915,0.440245,0.421516,0.773134,0.546612,-1.479267,0.183546,0.254932,0.148262,0.129533,1.3571,1.130578,-0.895301,0.767512,0.838898,0.732228,0.713499,0.148971,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Mola mola,Ocean sunfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Molidae,Mola,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Molidae,1.164176,0.373985,-1.726445,0.241865,0.43538,0.295499,0.272802,0.907438,0.117247,-1.983183,0.0,0.178642,0.038761,0.016064,1.420914,0.630723,-1.469707,0.498603,0.692118,0.552237,0.52954,0.130989,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Molothrus ater,Brown-headed cowbird,Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Icteridae,1.008418,0.54874,-0.907642,0.586028,0.570044,0.493435,0.681754,0.783969,0.324291,-1.132091,0.361579,0.345595,0.268986,0.457305,1.232867,0.773189,-0.683193,0.810477,0.794493,0.717884,0.906203,0.114515,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Monodon monoceros,Narwhal,Animalia,Chordata,Mammalia,Cetacea,Monodontidae,Monodon,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Monodontidae,0.842611,0.316361,-1.080722,0.748073,0.704358,0.590372,0.798239,0.589379,0.063129,-1.333954,0.494841,0.451126,0.33714,0.545007,1.095843,0.569593,-0.82749,1.0,0.95759,0.843604,1.0,0.1292,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Morpho peleides,Blue morpho,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Morpho,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Nymphalidae,1.203199,0.710495,-1.101106,0.368752,0.489828,0.37317,0.339172,1.004598,0.511894,-1.299707,0.170151,0.291227,0.174569,0.140571,1.4018,0.909096,-0.902505,0.567353,0.688429,0.571771,0.537773,0.101327,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Motacilla alba,White wagtail,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Motacillidae,1.053289,0.569577,-1.039605,0.593991,0.597738,0.509277,0.731394,0.773971,0.290259,-1.318923,0.314673,0.31842,0.229959,0.452076,1.332607,0.848895,-0.760287,0.873309,0.877056,0.788595,1.0,0.142509,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Moxostoma erythrurum,Golden redhorse,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Catostomidae,0.991344,0.541357,-1.201732,0.527327,0.580487,0.465006,0.439154,0.753045,0.303058,-1.440031,0.289028,0.342188,0.226707,0.200855,1.229643,0.779656,-0.963433,0.765626,0.818786,0.703305,0.677453,0.121581,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Mugil cephalus,Flathead grey mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Mugil,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Mugilidae,0.900154,0.532067,-0.993399,0.699542,0.66223,0.571764,0.547949,0.603365,0.235278,-1.290188,0.402753,0.365441,0.274975,0.25116,1.196943,0.828856,-0.69661,0.996331,0.959019,0.868553,0.844738,0.151423,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Muntiacus muntjak,Indian muntjac,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cervidae,0.950084,0.417323,-1.031953,0.597969,0.633016,0.48546,0.648312,0.742794,0.210033,-1.239243,0.390679,0.425726,0.27817,0.441022,1.157374,0.624613,-0.824663,0.805259,0.840306,0.69275,0.855602,0.10576,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Mus musculus,House mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,true,seed_species,0.956,family,Muridae,1.068775,0.751681,-1.233413,0.60011,0.565829,0.493709,0.729314,0.828932,0.511838,-1.473256,0.360267,0.325986,0.253866,0.489471,1.308618,0.991524,-0.99357,0.839953,0.805672,0.733552,0.969157,0.122369,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
