dataset_version,generated_at,entity_kind,entity_name,rank,taxon,n_species,risk_preference,temporal_discount_rate,effort_price_elasticity,cooperation_propensity,inequity_sensitivity,punishment_propensity,tokenization_capacity,risk_preference_lower,temporal_discount_rate_lower,effort_price_elasticity_lower,cooperation_propensity_lower,inequity_sensitivity_lower,punishment_propensity_lower,tokenization_capacity_lower,risk_preference_upper,temporal_discount_rate_upper,effort_price_elasticity_upper,cooperation_propensity_upper,inequity_sensitivity_upper,punishment_propensity_upper,tokenization_capacity_upper,uncertainty_sd,provenance_type,source_model,calibration_applied,calibration_refs
0.6.0,2026-03-19T19:37:13Z,taxon,Chinchillidae,family,Chinchillidae,1,1.00856,0.559812,-1.146154,0.567882,0.613297,0.479171,0.682697,0.802194,0.353446,-1.35252,0.361516,0.406931,0.272805,0.476331,1.214926,0.766178,-0.939788,0.774248,0.819663,0.685537,0.889063,0.105289,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Chrysomelidae,family,Chrysomelidae,2,1.084342,0.765772,-0.928208,0.520513,0.550618,0.46423,0.439954,0.947757,0.629188,-1.064793,0.383928,0.414034,0.327646,0.30337,1.220927,0.902357,-0.791624,0.657098,0.687203,0.600815,0.576539,0.069686,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Cicadidae,family,Cicadidae,1,0.848734,0.676743,-0.475514,0.823121,0.757728,0.656877,0.612284,0.674604,0.502613,-0.649644,0.648991,0.583598,0.482747,0.438154,1.022864,0.850873,-0.301384,0.997251,0.931858,0.831007,0.786414,0.088842,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Cichlidae,family,Cichlidae,9,0.947045,0.605513,-1.001274,0.592476,0.588581,0.493963,0.47338,0.851381,0.509849,-1.096938,0.496812,0.492917,0.398299,0.377716,1.042709,0.701177,-0.90561,0.68814,0.684245,0.589628,0.569044,0.048808,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Ciconiidae,family,Ciconiidae,2,0.962698,0.384591,-1.120731,0.491736,0.559955,0.446524,0.634233,0.813626,0.235519,-1.269803,0.342663,0.410882,0.297452,0.48516,1.111771,0.533664,-0.971658,0.640808,0.709027,0.595596,0.783305,0.076057,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Cimicidae,family,Cimicidae,1,1.073694,0.830345,-0.983553,0.456987,0.527486,0.448846,0.425268,0.715479,0.47213,-1.341768,0.098772,0.169271,0.090631,0.067053,1.431909,1.18856,-0.625338,0.815202,0.885701,0.807061,0.783483,0.182763,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Cinclidae,family,Cinclidae,1,0.945136,0.477473,-0.953245,0.594169,0.623235,0.521972,0.720932,0.582405,0.114742,-1.315976,0.231438,0.260504,0.159241,0.358201,1.307867,0.840204,-0.590514,0.9569,0.985966,0.884703,1.0,0.185067,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Clariidae,family,Clariidae,1,1.106781,0.713476,-1.425519,0.372568,0.514325,0.387325,0.355031,0.886244,0.492939,-1.646056,0.152031,0.293788,0.166788,0.134494,1.327318,0.934013,-1.204982,0.593105,0.734862,0.607862,0.575568,0.112519,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Cobitidae,family,Cobitidae,1,1.065117,0.838595,-1.187284,0.475529,0.546915,0.440245,0.421516,0.871134,0.644612,-1.381267,0.281546,0.352932,0.246262,0.227533,1.2591,1.032578,-0.993301,0.669512,0.740898,0.634228,0.615499,0.098971,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Coccinellidae,family,Coccinellidae,2,1.142922,0.752354,-1.100032,0.38192,0.440439,0.377121,0.366062,0.985711,0.595143,-1.257242,0.224709,0.283229,0.21991,0.208852,1.300132,0.909564,-0.942822,0.53913,0.59765,0.534331,0.523273,0.080209,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Columbidae,family,Columbidae,3,1.043631,0.49944,-1.121287,0.607315,0.601042,0.518416,0.743762,0.921392,0.3772,-1.243526,0.485076,0.478803,0.396177,0.621523,1.16587,0.621679,-0.999048,0.729554,0.723281,0.640655,0.866001,0.062367,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Corvidae,family,Corvidae,10,1.00027,0.501124,-0.840156,0.724175,0.700966,0.592321,0.797778,0.903859,0.404713,-0.936567,0.627763,0.604555,0.495909,0.701366,1.096682,0.597535,-0.743744,0.820586,0.797378,0.688732,0.894189,0.049189,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|corvid_token_tasks_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Coryphaenidae,family,Coryphaenidae,1,1.04625,0.485976,-1.42437,0.429307,0.528487,0.411646,0.389088,0.83759,0.277316,-1.63303,0.220647,0.319827,0.202986,0.180428,1.25491,0.694636,-1.21571,0.637967,0.737147,0.620306,0.597748,0.106459,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Cricetidae,family,Cricetidae,2,0.957991,0.587257,-1.022479,0.656581,0.647509,0.528703,0.737519,0.796222,0.425488,-1.184247,0.494813,0.48574,0.366935,0.575751,1.119759,0.749025,-0.860711,0.818349,0.809277,0.690472,0.899287,0.082535,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Cuculidae,family,Cuculidae,2,0.985277,0.456008,-1.070621,0.409999,0.545198,0.43098,0.611259,0.760399,0.231131,-1.295498,0.185122,0.32032,0.206102,0.386382,1.210155,0.680886,-0.845743,0.634877,0.770076,0.655858,0.836137,0.114734,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Culicidae,family,Culicidae,3,1.229072,1.027505,-1.207291,0.355806,0.406531,0.355165,0.356052,1.106043,0.904476,-1.33032,0.232776,0.283501,0.232136,0.233023,1.352102,1.150534,-1.084261,0.478835,0.52956,0.478195,0.479081,0.06277,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Curculionidae,family,Curculionidae,3,1.059849,0.951384,-0.888076,0.550404,0.55771,0.481373,0.460919,0.937978,0.829513,-1.009947,0.428533,0.435839,0.359502,0.339048,1.18172,1.073256,-0.766204,0.672275,0.679581,0.603245,0.58279,0.062179,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Cyprinidae,family,Cyprinidae,10,0.922588,0.551484,-1.034804,0.635637,0.640499,0.534746,0.507598,0.828357,0.457253,-1.129035,0.541406,0.546268,0.440515,0.413367,1.016819,0.645715,-0.940573,0.729868,0.73473,0.628977,0.601829,0.048077,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Dasypodidae,family,Dasypodidae,1,0.940515,0.445847,-1.084923,0.574634,0.641889,0.507304,0.691091,0.585492,0.090824,-1.439946,0.219611,0.286866,0.152281,0.336068,1.295538,0.80087,-0.7299,0.929657,0.996912,0.862327,1.0,0.181134,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Dasyuridae,family,Dasyuridae,1,1.14107,0.594683,-1.287967,0.437917,0.585658,0.412188,0.598977,0.933788,0.387401,-1.495249,0.230635,0.378376,0.204906,0.391695,1.348352,0.801965,-1.080685,0.645199,0.79294,0.61947,0.806259,0.105756,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Delphinidae,family,Delphinidae,7,0.798425,0.309014,-0.919453,0.863461,0.77008,0.665925,0.873987,0.693628,0.204217,-1.024251,0.758663,0.665283,0.561128,0.76919,0.903222,0.413812,-0.814656,0.968258,0.874877,0.770723,0.978784,0.053468,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Dicruridae,family,Dicruridae,1,0.94621,0.477841,-0.920581,0.598722,0.624656,0.52319,0.721273,0.587344,0.118975,-1.279447,0.239856,0.26579,0.164324,0.362407,1.305076,0.836707,-0.561715,0.957588,0.983522,0.882056,1.0,0.183095,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Didelphidae,family,Didelphidae,1,0.947268,0.448651,-1.13284,0.574352,0.634646,0.505433,0.692522,0.593962,0.095345,-1.486146,0.221046,0.28134,0.152127,0.339216,1.300574,0.801957,-0.779534,0.927658,0.987952,0.858739,1.0,0.180258,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Diomedeidae,family,Diomedeidae,1,0.949054,0.475006,-0.977532,0.63108,0.638531,0.53679,0.740563,0.575886,0.101838,-1.3507,0.257912,0.265363,0.163622,0.367395,1.322222,0.848174,-0.604364,1.0,1.0,0.909958,1.0,0.190392,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Dromaiidae,family,Dromaiidae,1,0.977615,0.334875,-1.146443,0.581423,0.647674,0.512714,0.713966,0.817859,0.175119,-1.306199,0.421667,0.487918,0.352958,0.55421,1.137371,0.494631,-0.986687,0.741179,0.80743,0.67247,0.873722,0.081508,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Drosophilidae,family,Drosophilidae,2,1.236816,0.867416,-1.0512,0.367092,0.451799,0.368735,0.351282,1.083396,0.713996,-1.20462,0.213672,0.298379,0.215315,0.197862,1.390236,1.020836,-0.89778,0.520511,0.605218,0.522155,0.504702,0.078275,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Dugongidae,family,Dugongidae,1,0.923819,0.4116,-1.08534,0.601609,0.646788,0.51481,0.699993,0.568357,0.056138,-1.440802,0.246147,0.291326,0.159348,0.344531,1.279281,0.767062,-0.729878,0.957071,1.0,0.870272,1.0,0.181358,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Ectobiidae,family,Ectobiidae,1,1.230276,0.99227,-1.215928,0.438669,0.458297,0.417862,0.420835,1.063368,0.825362,-1.382836,0.271761,0.291389,0.250954,0.253927,1.397184,1.159178,-1.04902,0.605577,0.625205,0.58477,0.587743,0.085157,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Elephantidae,family,Elephantidae,3,0.79689,0.306465,-0.724556,0.896402,0.833903,0.689004,0.874876,0.670598,0.180173,-0.850848,0.77011,0.707611,0.562712,0.748584,0.923183,0.432757,-0.598264,1.0,0.960196,0.815296,1.0,0.064435,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Emberizidae,family,Emberizidae,1,1.057733,0.561949,-1.026809,0.584848,0.60164,0.492702,0.712724,0.869747,0.373963,-1.214795,0.396862,0.413654,0.304716,0.524738,1.245719,0.749935,-0.838823,0.772834,0.789626,0.680688,0.90071,0.095911,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Equidae,family,Equidae,3,0.858759,0.313534,-0.944095,0.780563,0.748707,0.613194,0.80869,0.723755,0.17853,-1.079099,0.64556,0.613703,0.47819,0.673686,0.993763,0.448538,-0.809091,0.915567,0.883711,0.748198,0.943694,0.06888,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Erethizontidae,family,Erethizontidae,1,0.93366,0.441782,-1.038428,0.603744,0.652497,0.516554,0.700858,0.572552,0.080674,-1.399536,0.242636,0.291389,0.155446,0.33975,1.294768,0.80289,-0.67732,0.964852,1.0,0.877662,1.0,0.184239,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Erinaceidae,family,Erinaceidae,1,0.943397,0.449971,-1.122751,0.576924,0.637361,0.507882,0.695284,0.586783,0.093357,-1.479365,0.22031,0.280747,0.151268,0.33867,1.300011,0.806585,-0.766137,0.933538,0.993975,0.864496,1.0,0.181946,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Eschrichtiidae,family,Eschrichtiidae,1,0.987396,0.322932,-1.396157,0.52391,0.590474,0.459319,0.665586,0.7819,0.117436,-1.601653,0.318414,0.384978,0.253823,0.46009,1.192892,0.528428,-1.190661,0.729406,0.79597,0.664815,0.871082,0.104845,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Esocidae,family,Esocidae,1,0.98375,0.565307,-1.265472,0.377233,0.512072,0.399452,0.369332,0.664699,0.246256,-1.584523,0.058182,0.193021,0.080401,0.050281,1.302801,0.884358,-0.946421,0.696284,0.831123,0.718503,0.688383,0.162781,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Estrildidae,family,Estrildidae,3,0.930612,0.596384,-0.743126,0.702477,0.698437,0.562616,0.760518,0.803936,0.469708,-0.869801,0.575801,0.571762,0.435941,0.633843,1.057287,0.723059,-0.61645,0.829152,0.825112,0.689291,0.887194,0.06463,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Falconidae,family,Falconidae,2,0.955559,0.468227,-0.991867,0.551208,0.611368,0.506135,0.69239,0.690922,0.20359,-1.256503,0.286572,0.346731,0.241499,0.427753,1.220195,0.732863,-0.72723,0.815845,0.876004,0.770772,0.957026,0.135019,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Felidae,family,Felidae,10,1.12,0.469846,-1.307018,0.451933,0.586986,0.41476,0.601553,1.019798,0.369644,-1.40722,0.35173,0.486783,0.314557,0.501351,1.220203,0.570048,-1.206816,0.552135,0.687188,0.514962,0.701755,0.051124,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Formicidae,family,Formicidae,9,0.863987,0.850214,-0.362514,0.882166,0.750067,0.639214,0.65947,0.765741,0.751968,-0.460759,0.78392,0.651821,0.540968,0.561224,0.962233,0.94846,-0.264268,0.980412,0.848312,0.73746,0.757716,0.050125,imputed_taxonomy,taxon_aggregate_v1,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Fregatidae,family,Fregatidae,2,0.894543,0.447376,-0.945501,0.74148,0.687711,0.602533,0.821814,0.736958,0.289791,-1.103086,0.583895,0.530126,0.444948,0.664229,1.052129,0.604961,-0.787915,0.899065,0.845296,0.760119,0.979399,0.080401,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Fringillidae,family,Fringillidae,4,1.007222,0.577115,-0.929129,0.530509,0.515503,0.444887,0.621455,0.891124,0.461017,-1.045227,0.414411,0.399406,0.328789,0.505357,1.12332,0.693212,-0.813031,0.646606,0.631601,0.560984,0.737552,0.059233,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Gasterosteidae,family,Gasterosteidae,1,1.073053,0.719539,-1.055593,0.53466,0.558869,0.467057,0.448178,0.916535,0.563021,-1.212111,0.378142,0.402351,0.310539,0.29166,1.229571,0.876057,-0.899075,0.691178,0.715387,0.623575,0.604696,0.079856,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Giraffidae,family,Giraffidae,2,0.988485,0.309055,-1.194465,0.573727,0.649266,0.487405,0.677375,0.842824,0.163394,-1.340126,0.428066,0.503605,0.341744,0.531714,1.134147,0.454716,-1.048804,0.719389,0.794927,0.633066,0.823036,0.074317,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Glossinidae,family,Glossinidae,1,1.072372,0.800474,-0.933889,0.465608,0.534164,0.450567,0.424092,0.715444,0.443546,-1.290817,0.10868,0.177236,0.093639,0.067164,1.4293,1.157402,-0.576961,0.822536,0.891092,0.807495,0.78102,0.182106,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Gruidae,family,Gruidae,2,0.831926,0.410945,-0.856737,0.792803,0.737188,0.643768,0.85467,0.692495,0.271515,-0.996167,0.653373,0.597757,0.504337,0.71524,0.971356,0.550376,-0.717306,0.932234,0.876618,0.783198,0.994101,0.071138,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Gryllidae,family,Gryllidae,2,1.149746,0.921922,-1.100318,0.478093,0.524025,0.449852,0.433701,0.995275,0.767451,-1.254789,0.323622,0.369554,0.295381,0.27923,1.304216,1.076393,-0.945847,0.632564,0.678495,0.604323,0.588172,0.078812,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Gymnotidae,family,Gymnotidae,1,1.152837,0.717235,-1.551343,0.297262,0.466828,0.327085,0.294414,0.995326,0.559724,-1.708854,0.139751,0.309317,0.169574,0.136903,1.310348,0.874746,-1.393832,0.454773,0.624339,0.484596,0.451925,0.080363,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Haematopodidae,family,Haematopodidae,1,0.995339,0.470168,-1.156262,0.577219,0.597251,0.503696,0.72521,0.808047,0.282876,-1.343554,0.389927,0.409959,0.316404,0.537918,1.182631,0.65746,-0.96897,0.764511,0.784543,0.690988,0.912502,0.095557,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Herpestidae,family,Herpestidae,1,0.890372,0.450687,-0.716591,0.864512,0.766232,0.653563,0.858297,0.681685,0.242,-0.925278,0.655825,0.557545,0.444876,0.64961,1.099059,0.659374,-0.507904,1.0,0.974919,0.86225,1.0,0.106473,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Heterocephalidae,family,Heterocephalidae,1,0.811588,0.523987,-0.616444,0.899056,0.763534,0.661374,0.871301,0.591937,0.304336,-0.836095,0.679405,0.543883,0.441723,0.65165,1.031239,0.743638,-0.396793,1.0,0.983185,0.881025,1.0,0.112067,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Heteromyidae,family,Heteromyidae,1,1.1378,0.672503,-1.368888,0.394502,0.531418,0.388515,0.590239,0.909107,0.44381,-1.597581,0.165809,0.302725,0.159822,0.361546,1.366493,0.901196,-1.140195,0.623195,0.760111,0.617208,0.818932,0.11668,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Hippopotamidae,family,Hippopotamidae,2,0.916005,0.436963,-1.018334,0.6078,0.649733,0.515308,0.697482,0.654782,0.17574,-1.279557,0.346577,0.38851,0.254085,0.436259,1.177227,0.698185,-0.757111,0.869022,0.910956,0.776531,0.958705,0.133277,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Hirundinidae,family,Hirundinidae,2,0.879965,0.574789,-0.771696,0.798695,0.69908,0.629891,0.8545,0.734067,0.428891,-0.917593,0.652797,0.553182,0.483993,0.708602,1.025862,0.720686,-0.625798,0.944592,0.844977,0.775788,1.0,0.074438,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Hominidae,family,Hominidae,6,0.891998,0.31783,-0.847384,0.754622,0.751413,0.621541,0.773502,0.778886,0.204717,-0.960496,0.641509,0.6383,0.508429,0.66039,1.005111,0.430943,-0.734271,0.867734,0.864525,0.734654,0.886615,0.057711,imputed_taxonomy,taxon_aggregate_v1,true,hominid_punishment_games_2020|mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Hyaenidae,family,Hyaenidae,2,0.901982,0.433039,-0.917736,0.620962,0.647048,0.517282,0.696142,0.642927,0.173985,-1.17679,0.361907,0.387994,0.258228,0.437088,1.161036,0.692093,-0.658681,0.880016,0.906103,0.776337,0.955196,0.132171,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Hylobatidae,family,Hylobatidae,2,0.881121,0.395015,-0.769755,0.800826,0.763503,0.617627,0.810421,0.705927,0.219821,-0.944949,0.625631,0.588309,0.442432,0.635227,1.056315,0.570209,-0.594561,0.97602,0.938697,0.792821,0.985615,0.089385,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Hystricidae,family,Hystricidae,1,1.063172,0.566452,-1.374404,0.451766,0.575305,0.423648,0.619182,0.836226,0.339506,-1.60135,0.22482,0.348359,0.196702,0.392236,1.290118,0.793398,-1.147458,0.678712,0.802251,0.650594,0.846128,0.115789,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Ictaluridae,family,Ictaluridae,2,1.107597,0.762194,-1.306868,0.445258,0.542629,0.422156,0.393054,0.959723,0.61432,-1.454742,0.297384,0.394755,0.274282,0.24518,1.255472,0.910068,-1.158994,0.593132,0.690503,0.57003,0.540928,0.075446,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Icteridae,family,Icteridae,3,1.008418,0.54874,-0.907642,0.586028,0.570044,0.493435,0.681754,0.881969,0.422291,-1.034091,0.459579,0.443595,0.366986,0.555305,1.134867,0.675189,-0.781193,0.712477,0.696493,0.619884,0.808203,0.064515,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Istiophoridae,family,Istiophoridae,2,1.051104,0.405352,-1.527731,0.380218,0.511096,0.383144,0.352123,0.910738,0.264986,-1.668098,0.239851,0.37073,0.242777,0.211756,1.191471,0.545719,-1.387365,0.520584,0.651463,0.52351,0.492489,0.071616,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Jacanidae,family,Jacanidae,1,0.939134,0.473434,-0.941679,0.591683,0.620537,0.519851,0.717765,0.585033,0.119333,-1.29578,0.237582,0.266436,0.16575,0.363664,1.293235,0.827535,-0.587578,0.945784,0.974638,0.873952,1.0,0.180664,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Labridae,family,Labridae,2,1.035943,0.537236,-1.363954,0.441141,0.520304,0.411892,0.391156,0.896248,0.39754,-1.503649,0.301446,0.380608,0.272196,0.251461,1.175638,0.676931,-1.224259,0.580836,0.659999,0.551587,0.530851,0.071273,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Lampyridae,family,Lampyridae,1,1.064522,0.993817,-0.802837,0.575129,0.592557,0.498696,0.468261,0.875505,0.8048,-0.991854,0.386112,0.40354,0.309679,0.279244,1.253539,1.182834,-0.61382,0.764146,0.781574,0.687713,0.657278,0.096437,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Laniidae,family,Laniidae,1,0.955552,0.477281,-0.980183,0.572078,0.618116,0.514561,0.712191,0.594475,0.116204,-1.34126,0.211001,0.257039,0.153484,0.351114,1.316629,0.838358,-0.619106,0.933155,0.979193,0.875638,1.0,0.184223,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Laridae,family,Laridae,5,0.951402,0.479576,-0.982848,0.6599,0.6232,0.546607,0.75567,0.8424,0.370574,-1.09185,0.550898,0.514199,0.437605,0.646669,1.060403,0.588577,-0.873847,0.768902,0.732202,0.655608,0.864672,0.055613,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
