entity_kind,entity_id,species,common_name,class,family,is_seed,candidate_confidence_score,provenance_type,source_model,taxonomy_source,evidence_sources,source_citations,extraction_notes,ai_rationale_hash,prior_signature,calibration_applied,calibration_refs,generated_at
species,sp_0e1d7a3e7e,Ictalurus punctatus,Channel catfish,Actinopterygii,Ictaluridae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|fish_delay_discounting_review_2020|https://en.wikipedia.org/wiki/Ictalurus_punctatus | https://en.wikipedia.org/w/index.php?search=Ictalurus%20punctatus|teleost_risk_behavior_meta_2022,Fish clade profile: risk-choice and reciprocal exchange proxies prioritized.,72feba82d33037ee5d399a21652360976b6dc74777ec8e2a74fb03696e547e77,b9b9c119d50b07b983d35f1983a9a4097dcaffe6a4c8b7ff3b6eb74c0e795e23,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022,2026-03-19T19:37:14Z
species,sp_34dca2116c,Icterus galbula,Baltimore oriole,Aves,Icteridae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|https://en.wikipedia.org/wiki/Icterus_galbula | https://en.wikipedia.org/w/index.php?search=Icterus%20galbula,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,2552efb0c3621beb3bb0d50a04e5d2da7ab8a386b4b481fd63e1da0d5945caa5,5674a2fb681c6247aa9d0329e6940c4c51f3370e03640e619e19adabbb38eb66,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_47f1ae4223,Istiophorus platypterus,Indo-Pacific sailfish,Actinopterygii,Istiophoridae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|fish_delay_discounting_review_2020|https://en.wikipedia.org/wiki/Istiophorus_platypterus | https://en.wikipedia.org/w/index.php?search=Istiophorus%20platypterus|teleost_risk_behavior_meta_2022,Fish clade profile: risk-choice and reciprocal exchange proxies prioritized.,5a712e6944e958fa68e539b4bb2160125d11b6d651739c913370d1b15f4ebec3,f1486f1bd49bf0ee869b8897c3a27e4bba25ce398a94a229248eb9cbe48b47dd,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022,2026-03-19T19:37:14Z
species,sp_bde3d23ee4,Jabiru mycteria,Jabiru,Aves,Ciconiidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|https://en.wikipedia.org/wiki/Jabiru_mycteria | https://en.wikipedia.org/w/index.php?search=Jabiru%20mycteria,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,0cdfb39ad33dbdf97f7fd9611129e2ab4dd2ab840d08668c4d01d1751a86d96a,3eff2652053311b076cbe49893cce65f543a93c349b06f1d3e70cb85b3154635,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_5d6e5715f3,Jacana jacana,Wattled jacana,Aves,Jacanidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|https://en.wikipedia.org/wiki/Jacana_jacana | https://en.wikipedia.org/w/index.php?search=Jacana%20jacana,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,150a45eaa65072f88f40a4587720299e05a7da7879423cbbe74e34a61a8c7eaa,8309ec6ce0ebda905b6d9acf4321992e5fbc20486afcb431695cc27ec3fb9305,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_43dd1c17e8,Junco hyemalis,Dark-eyed junco,Aves,Passerellidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|https://en.wikipedia.org/wiki/Junco_hyemalis | https://en.wikipedia.org/w/index.php?search=Junco%20hyemalis,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,91c5f2f9ddffc58dd13ab9b247969deade93d4272a5b92e6af0072445b33729f,7ece0855f911a4b4590c0102f1f3db20dfc5d378a3c78f003bbbf07b8c2e8ab5,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_5a9a542ce1,Junonia coenia,Common buckeye,Insecta,Nymphalidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Junonia_coenia | https://en.wikipedia.org/w/index.php?search=Junonia%20coenia|insect_collective_action_meta_2020|insect_foraging_risk_2017,Insect clade profile: collective action and foraging-risk paradigms prioritized.,d40f7f4a5281a864978626812995eda8e38a667372b586338dd7d2fdd739b481,386b18d65f55bc71312b869dc797573a73a020ab7e40c4abe8e2311486512da4,true,insect_collective_action_meta_2020|insect_foraging_risk_2017,2026-03-19T19:37:14Z
species,sp_ef8e7c1c4e,Katsuwonus pelamis,Skipjack tuna,Actinopterygii,Scombridae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|fish_delay_discounting_review_2020|https://en.wikipedia.org/wiki/Katsuwonus_pelamis | https://en.wikipedia.org/w/index.php?search=Katsuwonus%20pelamis|teleost_risk_behavior_meta_2022,Fish clade profile: risk-choice and reciprocal exchange proxies prioritized.,ca0f8453209f67f27aa52e0511e0348b76274fff6d75c86c0d3bf4cdfc61aefe,2801582a04735091bb36945b61a17273aaa80b3dce373fdd2de0d33fb2f5005b,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022,2026-03-19T19:37:14Z
species,sp_7106d2d520,Labeo rohita,Rohu,Actinopterygii,Cyprinidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|fish_delay_discounting_review_2020|https://en.wikipedia.org/wiki/Labeo_rohita | https://en.wikipedia.org/w/index.php?search=Labeo%20rohita|teleost_risk_behavior_meta_2022,Fish clade profile: risk-choice and reciprocal exchange proxies prioritized.,7c872c08bbe0678b470b9d57682655d30f97d371e80fa25aa765604924bb87a9,9ea996c99431743c1b839b9f4f81d63cd71019108f386260dc226c8678a7a576,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022,2026-03-19T19:37:14Z
species,sp_4a7c68e0cd,Labroides dimidiatus,Bluestreak cleaner wrasse,Actinopterygii,Labridae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|fish_delay_discounting_review_2020|https://en.wikipedia.org/wiki/Labroides_dimidiatus | https://en.wikipedia.org/w/index.php?search=Labroides%20dimidiatus|teleost_risk_behavior_meta_2022,Fish clade profile: risk-choice and reciprocal exchange proxies prioritized.,ba231d5b83cc998cc80c034ef1b5d16a66583d52569d001f24fda2cbe9a7110e,266ef08f8bcc2e15279253632b3109110ecae9776389fde741da9ace55170dc6,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022,2026-03-19T19:37:14Z
species,sp_7f53ff36d4,Lagenorhynchus obliquidens,Pacific white-sided dolphin,Mammalia,Delphinidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Lagenorhynchus_obliquidens | https://en.wikipedia.org/w/index.php?search=Lagenorhynchus%20obliquidens|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,f885bb5b88434f4d38dadb9db3ffe37b14da2156adee9330ca4f609cb3d04a26,09ef032daab9229c219c6193e16f61b02f1d7334e328d09fa6be9823b97b9d0f,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_2112531730,Lama guanicoe,Guanaco,Mammalia,Camelidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Lama_guanicoe | https://en.wikipedia.org/w/index.php?search=Lama%20guanicoe|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,72216cc55cfc494ace7c2c48ce79d0ee2db489836150bee9164f6241599fe96e,764dc658a9099e8b9079403b6ece59c0543be78497eae88d1e58ea030eec0c71,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_1a7a2da4f2,Lanius ludovicianus,Loggerhead shrike,Aves,Laniidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|https://en.wikipedia.org/wiki/Lanius_ludovicianus | https://en.wikipedia.org/w/index.php?search=Lanius%20ludovicianus,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,e4184eddc93998bd00e760f91e67601d6c728b994744d56ab766210e1f31ea01,4083aa4832104c81ea744c653c4ee2daa138418198a8ad0b6a8d9272e85561ba,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_73a56973a5,Larus argentatus,Herring gull,Aves,Laridae,false,0.879,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,auto_clade_profile_v2|curated_candidate_bank_v1|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|seabird_foraging_behavior_2019,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,37e153f228b59beca58bba82a3ee18f03e408dd319ebd9d1234a35f703b2fe3c,65cd076029cc5e205a7846999c724dc5321838cc3a2da48506b77155dc9e8970,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_5e63266358,Larus marinus,Great black-backed gull,Aves,Laridae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|https://en.wikipedia.org/wiki/Larus_marinus | https://en.wikipedia.org/w/index.php?search=Larus%20marinus,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,73f7ecc8ee2a7643ea4f7b7e3d5171acf7a04fa2ec5cdb858668503cdb5dfc67,bae27dba48716612c18eb2aef9fa047f9cfb00e2abcb122ed739e6bb0a6ef41c,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_d003a529c3,Lateolabrax japonicus,Japanese seabass,Actinopterygii,Moronidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|fish_delay_discounting_review_2020|https://en.wikipedia.org/wiki/Lateolabrax_japonicus | https://en.wikipedia.org/w/index.php?search=Lateolabrax%20japonicus|teleost_risk_behavior_meta_2022,Fish clade profile: risk-choice and reciprocal exchange proxies prioritized.,10157cd51b319049a8474a39e2553e5820eedc483b84b946e0f07c99a3127e4d,514ada8986e321014c7369b261f242cd213474a9df8cf2057225f63a417fd5b9,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022,2026-03-19T19:37:14Z
species,sp_d1d48aef96,Lates calcarifer,Barramundi,Actinopterygii,Latidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|fish_delay_discounting_review_2020|https://en.wikipedia.org/wiki/Lates_calcarifer | https://en.wikipedia.org/w/index.php?search=Lates%20calcarifer|teleost_risk_behavior_meta_2022,Fish clade profile: risk-choice and reciprocal exchange proxies prioritized.,ffe63f58012972d0da3d27464d3fa577c79165de32d4e5ac629cc75edff84cc5,45f2b12f7a17f232b98c646fc81b378484261ec315839405db5b386741f54351,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022,2026-03-19T19:37:14Z
species,sp_4af8a1ed06,Lates niloticus,Nile perch,Actinopterygii,Latidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|fish_delay_discounting_review_2020|https://en.wikipedia.org/wiki/Lates_niloticus | https://en.wikipedia.org/w/index.php?search=Lates%20niloticus|teleost_risk_behavior_meta_2022,Fish clade profile: risk-choice and reciprocal exchange proxies prioritized.,a42d8cbd70d30faddad1705b08dfba45918b95a48ee0765c68f262f5b35ed60a,a7e676f474c175417359bea177d85f7d95202ceda29b8d521abac7542f5909f9,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022,2026-03-19T19:37:14Z
species,sp_331595192f,Leopardus pardalis,Ocelot,Mammalia,Felidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Leopardus_pardalis | https://en.wikipedia.org/w/index.php?search=Leopardus%20pardalis|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,a4e080359b845085334dea24127f7f1f0a93ca21869e8d751d9ccc4431683438,e91e10db5e997e0feaebddb0df34e52350c20457d3e8e6c95519dcdc44cbc57d,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_ccef559ec9,Lepomis macrochirus,Bluegill,Actinopterygii,Centrarchidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|fish_delay_discounting_review_2020|https://en.wikipedia.org/wiki/Lepomis_macrochirus | https://en.wikipedia.org/w/index.php?search=Lepomis%20macrochirus|teleost_risk_behavior_meta_2022,Fish clade profile: risk-choice and reciprocal exchange proxies prioritized.,ab5ca4edb04e88eaf79300306e40a60be30e656a2584d2c140ddbfd18783a58f,14d90b366b91ef6ea6c7f4ae79735d941b9afb9a78f101801e085e384f4c6127,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022,2026-03-19T19:37:14Z
species,sp_903c701ede,Leptinotarsa decemlineata,Colorado potato beetle,Insecta,Chrysomelidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Leptinotarsa_decemlineata | https://en.wikipedia.org/w/index.php?search=Leptinotarsa%20decemlineata|insect_collective_action_meta_2020|insect_foraging_risk_2017,Insect clade profile: collective action and foraging-risk paradigms prioritized.,f4742f7948cc6ce52484f58221f8c8b9fa35f55195e12025feb61407d6f2c74a,efa2a116332f5780ce8f56a1fde52d3934b0a2eb61ec4dec52ccd04451c7de6c,true,insect_collective_action_meta_2020|insect_foraging_risk_2017,2026-03-19T19:37:14Z
species,sp_0f9ec30bdf,Leptonychotes weddellii,Weddell seal,Mammalia,Phocidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Leptonychotes_weddellii | https://en.wikipedia.org/w/index.php?search=Leptonychotes%20weddellii|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,d9d0b5b6d85e079977d966e03e9558a051b33e3d5f654ae99c3a4f32a8fe4a3d,e45cf6c3da6006d326cd94ef5b43f032db318b9370b35d7e367aafbc766e04d8,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_768be70815,Lepus europaeus,European hare,Mammalia,Leporidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Lepus_europaeus | https://en.wikipedia.org/w/index.php?search=Lepus%20europaeus|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,e04a6e948af6c0145ee70d932035250d04f3c23768257a09ecc317cfe2d11b94,105e7185c72b06b0faa6841a7c5f55e620f5c12b789c8072cf2e864910bb5f6d,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_feaf6d19d6,Leuciscus idus,Ide,Actinopterygii,Leuciscidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|fish_delay_discounting_review_2020|https://en.wikipedia.org/wiki/Leuciscus_idus | https://en.wikipedia.org/w/index.php?search=Leuciscus%20idus|teleost_risk_behavior_meta_2022,Fish clade profile: risk-choice and reciprocal exchange proxies prioritized.,bd49e5d4c41af4ba6a587ef3e7edde1bd1f4f8f2161d9822364a6ddd26f83665,4639d28dfc28dad1a9821e0b24ed3e89c38c3b08766d570756f29461c206cf43,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022,2026-03-19T19:37:14Z
species,sp_3dc4bf3a69,Linepithema humile,Argentine ant,Insecta,Formicidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Linepithema_humile | https://en.wikipedia.org/w/index.php?search=Linepithema%20humile|hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017,Insect clade profile: collective action and foraging-risk paradigms prioritized.,0b2963ab56b00e3e18850e2d7de8a37035fb36ac2345639515201a82d06bbbdd,8a1d1e2e03faf2ddf153617b2ed38f4c51feecab56bca01ebe03458fcfd4b96f,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017,2026-03-19T19:37:14Z
species,sp_4127dcffdb,Locusta migratoria,Migratory locust,Insecta,Acrididae,false,0.879,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,auto_clade_profile_v2|curated_candidate_bank_v1|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|insect_collective_action_meta_2020|insect_foraging_risk_2017|locust_phase_behavior_2019,Insect clade profile: collective action and foraging-risk paradigms prioritized.,229f92ef6a9c9b3601574a9d44f96ed90089c0b3de3325d6ac0f3646238c0779,7fc5b11a54c2eabd4a34d81dd58611be6d382526a5baab2ff16d847a7d8666cb,true,insect_collective_action_meta_2020|insect_foraging_risk_2017,2026-03-19T19:37:14Z
species,sp_81c7bc525a,Lonchura punctulata,Scaly-breasted munia,Aves,Estrildidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|https://en.wikipedia.org/wiki/Lonchura_punctulata | https://en.wikipedia.org/w/index.php?search=Lonchura%20punctulata,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,cb8da284ea433ad557e385be4a5a4063cb77633c8beac713ee16d67b392b77b0,3459b90acdf4bc1007ebd5c0677f281de5625af28f3260c618232db27b627406,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_722b453ff3,Lontra canadensis,North American river otter,Mammalia,Mustelidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Lontra_canadensis | https://en.wikipedia.org/w/index.php?search=Lontra%20canadensis|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,e2e33e119dc43651bad3fc1253e5077c154eaf1a4db3e918ce8eee62646866a3,b76a4bb4d4ae1c623f90a7e2c9c41c8c7b6a5a8f15f07f81ef515c58ca0d9513,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_eef320d0bb,Lophura nycthemera,Silver pheasant,Aves,Phasianidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|https://en.wikipedia.org/wiki/Lophura_nycthemera | https://en.wikipedia.org/w/index.php?search=Lophura%20nycthemera,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,afc1c3c4ad8452011ebc6f6808e031b8f3f95c025c9002ba90185087617f595c,d81d5a048a5ce431e3bcd0bade3190ce23e8fb1a56a182cbe68a8e71c4599090,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_06b073ef9d,Loxia curvirostra,Red crossbill,Aves,Fringillidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|https://en.wikipedia.org/wiki/Loxia_curvirostra | https://en.wikipedia.org/w/index.php?search=Loxia%20curvirostra,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,3a42565cffdb68f149f34c4b31efcfacd90b301fe0224db6a7220b0c9701e80b,160131f4682446d6ed303ab29b63312d86bd5f5ec218c87748dc642d79d3e25e,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_d777e8d7e2,Loxodonta africana,African bush elephant,Mammalia,Elephantidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v2|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Loxodonta_africana | https://animaldiversity.org/search/?q=Loxodonta+africana|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,f31f29606067212c50af683c1edd26c3199b2b13b34d8b2f72be5caa0666bafb,6abc1dc5c7673b6d1e99107c67cd9a85fa11377c1761e1a3b638c87ee6f20f43,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_c158ae3fc2,Loxodonta cyclotis,African forest elephant,Mammalia,Elephantidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Loxodonta_cyclotis | https://en.wikipedia.org/w/index.php?search=Loxodonta%20cyclotis|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,82dcebca8c75ccc9ba051054f70d057bfcdc78f59c993ed34d2ba4bb594607f4,5a7366d087d67450d4f1551c53de33fa270a26e6d4c9c83b08d653d2ffb4e53e,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_3a5d6e3b9e,Lucanus cervus,Stag beetle,Insecta,Lucanidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Lucanus_cervus | https://en.wikipedia.org/w/index.php?search=Lucanus%20cervus|insect_collective_action_meta_2020|insect_foraging_risk_2017,Insect clade profile: collective action and foraging-risk paradigms prioritized.,68aae7268724fae7fe3cb59caa9a0fb87ebe17b5da9bfb71234c24ec93f95ced,3da7cbdfd4e0e4fea66ccda46385ec3f5b145eb3dc73a7afd1106e0ac24e065f,true,insect_collective_action_meta_2020|insect_foraging_risk_2017,2026-03-19T19:37:14Z
species,sp_47cd99d47d,Lucilia sericata,Common green bottle fly,Insecta,Calliphoridae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Lucilia_sericata | https://en.wikipedia.org/w/index.php?search=Lucilia%20sericata|insect_collective_action_meta_2020|insect_foraging_risk_2017,Insect clade profile: collective action and foraging-risk paradigms prioritized.,c7b3c41f86214b4e97423dd5c3a77ebadb70769814e795e97904fe5075d16c66,4e2f21cb95adc79e2e838372524a23ed4219a1fad3307e28a57f0ce887ff16bf,true,insect_collective_action_meta_2020|insect_foraging_risk_2017,2026-03-19T19:37:14Z
